 ,,,,,,,,,

Row Labels,Sum of windSpeedMean-H01,Sum of windSpeedMinimumH01,Sum of windSpeedMaximum-H01,Sum of windSpeedMean-H02,Sum of windSpeedMaximum-H02,Sum of windSpeedMinimum-H02,Sum of windSpeedMaximum-H03,Sum of windSpeedMinimum-H03,Sum of windSpeedMean -H3
2021-07-04T10:00:00Z,1.52,0.62,2.83,2.52,3.89,1.33,4.05,1.53,2.89
2021-07-04T10:30:00Z,1.52,0.76,2.72,2.62,3.69,1.39,3.95,1.8,2.98
2021-07-04T11:00:00Z,1.46,0.55,2.73,2.46,3.58,1.24,3.8,1.58,2.8
2021-07-04T11:30:00Z,1.44,0.6,2.46,2.37,3.42,1.26,3.77,1.62,2.72
2021-07-04T12:00:00Z,1.31,0.56,2.32,2.2,3.22,1.05,3.42,1.35,2.49
2021-07-04T12:30:00Z,0.91,0.41,1.89,1.52,2.6,0.86,2.73,0.95,1.71
2021-07-04T13:00:00Z,0.8,0.28,1.59,1.43,2.25,0.59,2.55,0.8,1.53
2021-07-04T13:30:00Z,0.6,0.13,1.24,1.01,1.75,0.48,1.75,0.41,1.03
2021-07-04T14:00:00Z,0.55,0.11,1.55,0.96,1.92,0.34,1.87,0.29,0.98
2021-07-04T14:30:00Z,0.37,0,1.1,0.63,1.4,0.06,1.34,0.06,0.64
2021-07-04T15:00:00Z,0.32,0.01,0.91,0.61,1.47,0.01,1.35,0.01,0.59
2021-07-04T15:30:00Z,0.34,0,0.95,0.52,1.3,0.02,1.3,0,0.54
2021-07-04T16:00:00Z,0.41,0,1.02,0.65,1.39,0,1.5,0,0.74
2021-07-04T16:30:00Z,0.48,0,1.31,0.78,2,0.01,1.99,0,0.76
2021-07-04T17:00:00Z,0.44,0.01,1.23,0.69,1.7,0,1.69,0.01,0.71
2021-07-04T17:30:00Z,0.57,0.04,1.64,1.13,2.31,0.12,2.43,0.17,1.17
2021-07-04T18:00:00Z,0.5,0.02,1.38,0.93,1.98,0.03,1.98,0.01,0.89
2021-07-04T18:30:00Z,0.54,0,1.76,0.88,3.03,0,2.77,0.03,0.9
2021-07-04T19:00:00Z,0.65,0.01,1.8,1.22,2.4,0.1,2.64,0.01,1.29
2021-07-04T19:30:00Z,0.91,0.1,2.16,1.6,3.1,0.36,3.16,0.55,1.7
2021-07-04T20:00:00Z,1.94,0.35,3.74,3.16,5.48,0.89,5.87,1.39,3.45
2021-07-04T20:30:00Z,1.74,0.53,4.1,2.74,5.5,1.05,6.2,0.89,2.91
2021-07-04T21:00:00Z,1.68,0.15,3.39,2.61,4.46,0.43,4.68,0.76,2.77
2021-07-04T21:30:00Z,1.44,0.04,4.36,2.2,5.18,0.28,4.54,0.43,2.32
2021-07-04T22:00:00Z,1.15,0.01,2.82,1.78,3.87,0.16,4.08,0.09,1.89
2021-07-04T22:30:00Z,1.1,0.02,3.4,1.64,4.57,0.02,4.9,0.04,1.75
2021-07-04T23:00:00Z,1.03,0.02,2.71,1.53,3.69,0.11,3.94,0.01,1.66
